index,Review,Sentiment
1149,enak renyah apa lagi coklat keju sama rasa susu nya terasa bngt pokok nya enak bngt buat keluarga saya,positive
1150, tidak mau beli lagi karena bikin saya sakit perut,negative
1151,tempo hari dr prenagen tawarin baby spa via telepon katanya mau sms lokasi baby spa nya tp smpe skrg gag di sms tuhh ,positive
1152,morinaga platinum pilihan awal saya untuk memberikan susu pendamping gizi dari susunya terpenuhi tidak menyebabkan alergi khususnya aman untuk pencernaan anak kebutuhan aa dha tersedia untuk perkembangan otak anak the best deh untuk anak generasi platinum sang juara ,positive
1153,wafer renyah coklatnya enak bgt,positive
1154,hai bunda ratna sari terima kasih sudah share dan sudah mempercayakan susu sgm bunda hamil dan menyusui ya salam hangat untuk keluarga di rumah semoga selalu sehat ,positive
1155,nabati memang mantul apa lagi makan nya sambil ngopi beuuuuh poko nya,positive
1156,bermanfaat sekali ,positive
1157,aku suka coklat karna enak sekali pas dimulut,positive
1158,i like morinaga ,positive
1159,saya senang sekali semenjak anak no 2 sy konsumsi s26 selera makannya pelan2 semakin kuat bukan untuk masalah cerdasnya sebab dia sudah unggul namun untuk nutrisi dia kurang makan seenak apapun makanan dia tidak selera namun setelah s26 dia minum 3 kali sehari sudah selama 1bulan ini bb naik 3kg terima kasih s26 promise gold ,positive
1160,kopi kapal api bisa di bilang minuman sehari hari saya sehari kalo tidak ngopi ka hitam kepala pusing bukanefeknegatif tp kalo sudah nyruput baru 1 kali aja pusing langsung ilang intinya kka mantap ,positive
1161,perkembangan cukup pesat aktif bgt smp2 nga bisa diem kecuali tdr aja cocok bgt pake mp nga pindah2 sufor hanya mp dhati ku pilihan ibu bijak,positive
1162,indomi seleraku,negative
1163,the best product for my child,positive
1164,mendukung tumbuh kembang anak,positive
1165,sehat enak and ngga khawatir bikin gemuk,positive
1166,nabati makanan ringan yang bnyak di sukai di seluruh indonesia teru utama anak2 mau orng dewasa nabati makanan ringan kebutuhan sehari2 bagi kluarga ,positive
1167,fitbar memang mkanan yg tepat,positive
1168,assalamualikum maf sya beli susu ultra yg full cream isu 1000ml kok basi ya kenapa pdhll exspr msh lamaaa udh 2x basi terusaa,negative
1169,nabati bikin gemes banget,positive
1170,aku suka makan nabati yang rasanya coklat emmmm enak deh,positive
1171,makanannya basi,negative
1172,pw bener prenagen juice itu mnuman buat ibu hamil ,positive
1173,ingin lebih banyak pengetahuan tentang kehamilan,positive
1174,nabati renyah dan enak coklatnya dari pada coklat yang lain,positive
1175,biasanya si anak2 suka coklat ya tapi anak saya beda dia sih lebih suka nabati rasa keju naaaahh kaloo nanyain saya saya lebih suka yg coklat nya coklat dn wafer nya selalu nagihhhhhh ,positive
1176,karena ada berjuta solusi dlm secangkir kopi kapal api solusi buat pecinta kopi,positive
1177,enak sehat mengenyangkan ,positive
1178,belajar untuk lebih baik ,positive
1179,dapett kupon tapi tgl nya promo tgl 30 april kmren gimana yaaa ,negative
1180,kopi kapal api ini sangat cocok buat para pemancing di empang kolam pemancingan ,positive
1181,apakah ini hoaks apa asli min,negative
1182,rasanya enak dan gurih,positive
1183,kpn diadain kontes foto baby morinaga nih hehe,positive
1184,bukan karna saya menyukai nya bukan berarti kurang menyukai sgm tapi sgm lah yg membuat anak tmbah aktif dan sehat makasih sgm ,positive
1185,menarik karena bungkus nyacoklat nya sangat tebal,positive
1186,enakk tiada duanya hehe,positive
1187,cara gue nikmatin kupi kapal api ntu pas seruputan pertamana nya masih panas disrupuut walau cuma basahin bibir krn loe tau panas tp sensasi nikmat nya neak neber enaj bener ,positive
1188,min bagi milo dong sekardus gue jarang banget minum milo seringnya susu lain ,negative
1189,renyah dan lezat bgt rasa wafernya favorit keluarga aku ya nabati,positive
1190,enak renyah wafernya gak bikin eneq,positive
1191,anak pertama sampe sekarang hamil kedua tetep setia pake prenagen walau suka di imingimingin pake susu inilah itulah terimakasih prenagen ,positive
1192,penikmat sejati kopi kapal api dari mulai duduk di sekolah dasar sampai sekarang ini lum pernah dikasih hadiah hahahaa cuma sekarang yg sachet suka banyak ampasnya sukses buat kopi ini,positive
1193,aq mendapat kan 1kemasan di dalam kopi kapal api tolong infonya ,positive
1194,alhamdulillah dari usia 6bulan sampai sekarang anak saya usia 20bulan mengkonsumsi susu s26 procal gold pintarnya beda ,positive
1195,terbaik nabati rasa nya yg sgt enak sgt di sukai oleh anak 2 sya bpk mertua sya yg sdh tidk ada gigi lgi tdk bosan 2 kami mengkomsumsi nabati setiap hari bpk mertua sya mkn nabati ,positive
1196,dengan mengkonsumsi sgm bunda yang lengkap banget nutrisinya untuk memenuhi kebutuhan nutrisi pada masa awal kehamilan hingga menyusui dan enak rasanya gak bikin mual dan apalagi tersedia varian rasa ada cokelat jeruk dan strowberi,positive
1197,rasanya enakkk sekali manisnya ga nyangkut di tenggorokan tapi nyantol di hatiiii pas buat cemilan anak kecil maupun orang dewasa udah murah meriah ditambah enakkk ya mantuuullll manteeeppp betuuullll,positive
1198,enakkkk ga tkut ngemil dech ok jga buat dietq mksh fitbar,positive
1199,aku paling suka nabati chesse,positive
1200,pertumbuhan dan perkembangan anak hebatnyabeda,positive
1201,nikmatnya pas kesukaan saya dan suami hmmm,positive
1202,saya penjual kopi kapal api dan pencipta kapal api byk gelas kenangan dari kapal api yg saya tukar dengan bungkus salam kapal api,positive
1203,bagus sekali agar banyak pengetahuan teteng kehamilan,positive
1204,terimakasih prenagen selalu memperhatikan ibu hamil bahkan saat persiapan hamil pun tips dan info dari prenagen world sangatlah bermanfaat bagi saya ,positive
1205,indah sekali,positive
1206,kopi nikmat segala suasana ,positive
1207,min saya mau tuker poin tapi wa saya gak perna di respon udh 4bulan buat nambah poin saja gak di bales di suruh nunggu sampai mendapat respon selanjutnya tapi tak perna di respon no wa yang baru saya tidak perna di respon ,negative
1208,anak saya dari lahir di kasih morinaga platinum bmt setelah usia dua bulan buang air besar nya selalu warna hijau kehitam hitaman terus aga encer sampe sekarang umur 4 bulan masih seperti itu apa memang wajar atau ada masalah ya ,negative
1209,good quality ,positive
1210,tetap nomer 1 indomiehebat ,positive
1211,sma ,positive
1212,info2nya sangat membantu bisa sekalian konsultasi juga ,positive
1213,rasanya enak dan harganya cukup pas di kantong kalangan bawah seperti saya,positive
1214,mau,positive
1215,kopiny enak banget ,positive
1216,enak harga terjangkau aku suka,positive
1217,diabetasol sangat baik dikonsumsi oleh penderita diabetes mengandung serat dan tinggi kalsium saya sdh melihat manfaatnya selama 26 th ibu mertua sakit diabetes d sekarang sehat dan terjaga kadar gulanya semoga pengalaman saya dapat menjadi inspirasi utk mengkonsumsi diabetasol ,positive
1218,rasanya lezat dang gurih apalagi rasa pink lava rasanya mengoyang di lidah pokok mantap bner top bngt buat waper nabati smga sukses slalu ,positive
1219,rasanya enak kejunya berasa yang coklat juga berasa coklatnya semua anggota keluarga saya dari opa oma sampai putri kecilku sangat menyukainya ,positive
1220,admin saya mau tya hadiah jam tangan morinaga setiap pembelian brp kaleng susu ny promo ny sampe kapan ,positive
1221,wafer yg renyah cream yg sangat terasa wafer yg baik untuk dikomsusi karna mengandung banyak vitamin ,positive
1222,dari usia 0bulan 16bulan menemani ank sikecil aktif trims morinaga platimum,positive
1223,gizi awal kehidupan bersama sgm bunda dari bunda lahirlah sang pemimpin bangsa yang hebat di mulai dari keluarga yang sehat indonesia hebat ,positive
1224,rasanya enak dan harga pas di kantong,positive
1225,hai bunda murni la miri terima kasih sudah share salam hangat untuk si kecil semoga selalu sehat ya ,positive
1226,solusi bijak dalam hidup sehat,positive
1227,rasa nya sangat lezat selalu ingin lagi dan lagu,positive
1228,hi moms kita baru buka toko baby shop promore babyshop di medan jl amal produk susu sgm juga tersedia banyak item dan sedang promo di toko promore babyshop boleh singgah ya moms ig promorebabyshop thanks moms,positive
1229,banhak hadiah promo besar,positive
1230,rasa yg tidak bosan bosan,positive
1231,nabati nya sangat enak dan juga renyah dimulut saya paling suka rasa coklat karena coklat nya lembut di makan,positive
1232,luar biasa untuk mencari inspirasi mantap,positive
1233,anak saya bernama razqa nabhan al ghiffari biasa di panggil aqa dr lahir anak sy sudah mengkonsumsi susu formula dr morinaga dr bmt cil millr dan sampai skrng cil kied skrng anak sy sdh berumur 1thn 9bln alhamdlh walupn tdk memakai asi perkembangan anak sy jauh lebih hebat dr anak yg mengkonsumsi dgn menggunakan asi terimaksi morinaga krna sudah memberikan yang terbaik untuk tumbuh kembang anak kami ,positive
1234,saya sdh buktikan hasilnya pada anak saya selalu yang terbaik,positive
1235,yang paling best tetap indomie original sama indomie rasa soto banjar limau kuit,positive
1236,nabati enak banget loh aku suka rasa coklat nabati juga banyak pilihan rasa loh,positive
1237,saya membeli nabati dan dapet kodenya apa kah bisa ditukar dengan smartphone,positive
1238,kopi kapal api selain harum pas banget mantap poko aku gak bisa mnum kopi yg lain,positive
1239,rasa enak ank ku suka bngt dan harga sangat ter jangkau,positive
1240,paling favorit indomie goreng iga penyet superrrr,positive
1241,secangkir nikmat kopl kapal api,positive
1242,kopi favorit gak bikin jantung deg2an,positive
1243,tolong donk diperbaik aplikasinya saya sudah daftar sampai ke level propinsi dah ga bisa ,positive
1244,good taste good quality good pruduct ,positive
1245,anak generasi platinum sang juarasetelah diberi asi eksklusif lanjutkan dengan susu formula dari morinaga platinum supaya bayi tetap sehat ,positive
1246,kopi kapal api is the best of coffee many of my customers love it love it too of course ,positive
1247,sangat membantu saya suka rasa coklat,positive
1248,haii momi2 semua saya di sini sekedar berbagai pengalaman saja awal mula saya memakai s26 pada anak pertama saya di usia 0 wkt umur 0 anak saya minum susu morinaga tp bab nya keras dan saya coba konsul ke dokter dan di saran kan nutrilon dan saya mencobanya tetapi anak saya mengalami diare saya coba konsul lg ke dokter dan akhirnya di saran kan untuk menganti susu ke s26 dan bersyukur anak saya bab lancar dan tdk mengalami diare lg dan sampai usia 7 thn skrng anak lihat selengkapnya,positive
1249,saya menggunakan diabetasol untk kesehatan ,positive
1250,tolong jangan di otak atik kopi hitam gula nya karena sudah istimewa rasa dan aroma nya,positive
1251,kami sekeluarga suka banget nabati rasa apa saja yg ptg sllu ada bt di makan waktu santai,positive
1252,sejak ganti susu s26 bab anak saya lancar tidak mencret lagi nutrisi si kecilpun terpenuhi dan si kecil suka terimakasih s26,positive
1253,kopi kapal api paling mantap terasa kopinya nikmat rasanya ,positive
1254,berikan yg terbaik untuk anak dng memberikan susu dng gizi yg terbaik seperti s26 ,positive
1255,anak pertama saya sejak selesai cuti melahirkan saya sambung dengan morinaga bmt ternyata tdk ada masalah pada pencernaan dan berat badan jg meningkat serta jarang sakit kecuali ketika mau tumbuh gigi suka hangat badannya dan rewel selanjutnya sampai dengan usia 3thn selalu minum morinaga chilkid begitupun ketika 3th kemudian adeknya lahir saya ttp percayakan dengan produk dr morinaga utk anak2 saya ,positive
1256,anak saya dr bulan minum susu s26 promil gold pintarnyabeda,positive
1257,enak gurih dan renyah mantulllll,positive
1258,awalx anak saya minum susu merek lain dari lahir sampai 5 bulan tp kayax si kecil gak suka krn takaranx selalu sama 30ml badanx sikecil pun kurus pas aku ganti susu morinaga platinum wahhhh luar biasa anak saya suka sekali dan takaranxpun udah naik 80ml tiap 1 jam minta susu lagi dan pertumbuhanx pun alhamdulillah sehat gak mudah sakit,positive
1259,aamiin,positive
1260,min temen saya kan gk bisa bahasa inggris trus dia terobsesi ke iklan pop mie kari susu dan kari keju dia beli pop mie 3 cup sehari tetapi kok dia gk bisa bahasa inggris ea malah dia bisanya bahasa jawa mohon usulannya min,negative
1261,nabatinya enak dan hadiah nya menarik,positive
1262,kami percaya sama susu sgm walau harganya murah tetapi kualitas tidak murahan pokoknya matap dah sgm dan tetap jaya selalu,positive
1263,pw tolong dshare keuntungan kerugian alat2 kb donk makasih ,positive
1264,sangat baik saya ingin menceritakan pengalaman anak saya anak saya selama minum sgm jd selalu aktif dan banyak tingkah kreatif dan pintar ,positive
1265,kopinya sejuta umat,positive
1266,alhamdulillah terimakasih morinaga karena telah memberi banyak manfaat uk jendra putra kami bukan hanya menjadi anak yg sehat jendra juga menjadi anak yg aktif cerdas dan pintar tanpa tambahan pemanis jadi aman uk anak kami ,positive
1267,kopi kapal api grande white coffee with choco topping adalah teman setia dalam bekerja ,positive
1268,pw blh ga sih busui mnum vitamin dr ekstr kulit manggis terimakasih,positive
1269,hi ada yang bisa kami bantu ,positive
1270,pernah dibilang mbah dukun karna saya suka banget minum kopi hitam kapal api karna saya cewek dan dulu jarang banget cewek minum kopi hitam tapi saya cuek saja karna ini soal rasa dan saya suka dan sekarang semua teman2 saya yang mengejek saya minumnya kopi hitam kapal api dicoba dulu baru komentar ini soal rasa ,positive
1271,makanan bantu died yg cepat nurunin bb ku,positive
1272,nutrisinya lengkap sesuai kebutuhan si kecil ,positive
1273,anak saya pertama alergi susu lalu kata dokter alergi susu sapi karena turunan dri saya tetapi lgsg saya ganti ke morinaga lgsg ada alergi susu sampai sekarang ,negative
1274,anak sy sukasayapun senang ananda gak ada masalah kesulitan bab lg ,positive
1275,saya membencinya karena saya minum setelah lahir anak saya mengenai kangkar,negative
1276,nyamiiie bangett ,positive
1277,min kopi yg bungkus nya warna silfer mantap tpi ada kemasan yg kecil heheee,positive
1278,kenikmatan dan praktisnya,positive
1279,saya suka sekali gula rendah lemak aman dikonsumsi,positive
1280,anak saya dari mulai konsumsi bmt sampe sekarang chilmil bab nya selalu lancar gk ada masalah pencernaan berat badan juga setiap bulannya naik terus pokoknya oke bgt,positive
1281,saya paling gak suka minum susu kecuali milo sampai sekarang,negative
1282,saya suka namanya kapal api ,positive
1283,bagus banget emang tp price nya ,positive
1284,untuk semua orang di luar sana yang mengalami masalah hubungan saya sarankan anda berbicara dengan mantra hebat ini kastor dr agbadu saya adalah saksi hidup dari mantra yang kuat mantranya selalu manjur mantranya banyak membantu saya dia bilang dia akan membantu saya mengeja mantra untuk membawa kembali mantan pacar saya dan dia benar benar melakukannya akhirnya aku menikah dengan pria impianku sekarang dan kami mengharapkan bayi pertama kami cukup rasa hormat anda dap lihat selengkapnya,positive
1285,tadi saya mau masak indomie goreng eh bumbunya sudah kebuka,positive
1286,produk tidak bagus,negative
1287,like indomie,positive
1288,kopi kapal api lebih enak,positive
1289,nabati rasa nya enak banget,positive
1290,msh ada hadiah buat penukaran sendok chilkid gk ya mohon infonya,positive
1291,yess good nabati ,positive
1292,morinaga hebat ,positive
1293,milo maksimal buanget buat aktifitas ku sehari_hari,negative
1294,makasih bunda ,positive
1295,sngat trsa coklat dan kejuny,positive
1296,enaksekalieasanyanabatiib,negative
1297, anak saya langsung dibawa ke rumah sakit ga bagus,negative
1298,susu sgm susu faforit anak qu,positive
1299,saya tw susu s26 sangat baik untuk tumbuh kembang anak tp saya sebagai pemula minta info dong bedanya s26 promil gold dengan s26 promil tahap 1 karena saya menggunakan yang tahap 1,positive
1300,susunya enak nutrisi nya lengkap,positive
1301,kok pemenang ke 48 blum ad udah diundi ap blum ch ,negative
1302,lezatnya hilang hilang ,negative
1303,biar kalian cobain dulu yg lain pasti balik2nya ke indomie lagi ,positive
1304,pening minup susu milk aku gak suka,negative
1305,anak sya suka sekali dengan susu sgm ,positive
1306,mantabbb kopi nya nikmat,positive
1307,susu penuh nutrisi bagi ibu dan si kecil ,positive
1308,susu pertama dan satu nya yang cocok dengan putri saya ketika saya binggung lepas asi coba susu merek ini dan itu tidak ada yang cocok satupun hanya s26 yang cocok terima kasih,positive
1309,enak gurih dan terjangkau,positive
1310,snack tepat bawaan pengen ngemil,positive
1311, kemasan jelekkk,negative
1312,sebelum sekolah minum dulu kopi kapal api,positive
1313,anak2 ku suka banget ma nabati apalagi yg rasa coklat,positive
1314,bgs bgt tuk penderita diabetes kolesterol jantung ,positive
1315,rasanya enak dan produk susu terbaik nutrisi ibu hamil,positive
1316,anak dan istiku sgt menyukai rasa vanilla dan coklat kalo sy suka yg rasa keju cemilan ringan yg enak bgt rasanya cocok buat temani wkt santai keluarga ,positive
1317,tiap jajan ke warung toko minimarket atou supermarket pasti yang dicarinya nabati sueeer ,positive
1318,nabati memang selalu di hati,positive
1319,waferx sangat renyah rasax gurih manis dan hargax pas dikantong ,positive
1320,fitbar mantap abiz buat bis fitnes trmksh fitbar,positive
1321,min kenapa milo skrng tuh rasanya hambar kaya susu asi ibu,negative
1322,susu yg baik pertumbuhan si kecil selain asi ,positive
1323,rasanya yang enak harga terjangkau dan bergizi,positive
1324,terimkasih prenagen selalu setia ngasih masukan2 pendapat2 seputar persiapan hamil kehamilan bahkan sampe masalah anak pw thebest,positive
1325,daffdwi atha rifqy yunan morinagaplatinum anak generasi platinum sang juara anak saya baru berusia 1 5 tahun dari bayisudah minum susu morinaga sampai sekarang lihat selengkapnya,positive
1326,paling murah paling enak paling renyah paling puaaaas paling melekat dihati ya nabatiiii ,positive
1327,suka sekali kopi item nya kapal api passs dilidah ,positive
1328,nikmatnya hidup bersama kapal api,positive
1329,memang kami pasangan yg masih muda tapi sejak sebelum menikah kami sudah aware sama yang namanya makanan khususnya gula karena beberapa anggota keluarga sudah terkena diabetes apalagi mengingat anak2 yang masih kecil2 adanya produk diabetasol sangat membantu sekali mengkonsumsi ini diabetasol gk bikin takut kadar gula tinggi tks diabetasol ,positive
1330,alhamdulillah dari baby kk minum bmt dan skrg mau pindah ke chil school usia kk uda mau 3thn berat badannya 21kg mau ngemil mau nyusu mau maem dan pastinya doyan sayur dan buah mantapp deh pokoknya ,positive
1331,acara yang luar biasa hebat,positive
1332,indomie dari dulu hingga sekarang makanan kesukaan ku,positive
1333,enak kl mkn hbs masak msh puanaaasss ,positive
1334,suka banget sama rasanya enk tdk bikin bosann,positive
1335,anak anakku suka apalgi bapaknya suka banget ma nabati coklat wafer sukses terus dan pertahankan rasa rasanya,positive
1336,saya pecinta kopi kapal api disela waktu kami kreasikan bungkus sachetnya jadi tas semoga ada dukungan dari pihak kopi kapal api kunjungi sluwur collection untuk lihat foto produknya ,positive
1337,i love diabetasol selalu konsumsi diabetasol untuk menjaga kadar gula ,positive
1338,terima kasih sudah setia memilih kapal api teman ngopi ,positive
1339,setiap ibu pasti akan memberikan yg terbaik utk anaknya begitu jg saya saat memilih susu formula utk anak kedua saya sempat bingung untuk menentukan mana yang terbaik dan percaya atau tidak saya membaca semua informasi nilai gizi di semua kemasan susu yang masuk di nominasi mendalami arti serta manfaatnya akhirnya pilihan saya jatuh kepada bmt platinum yang mengandung laktoferin laktulosa nukleotida serta prebiotik dan probiotik yang tinggi dan terutama yang paling lihat selengkapnya,positive
1340,anak saya gak cocok mbak minum s26 promil tahap 1 bab nya keras dan suka muntah,negative
1341,indomie goreng sambal matah bikin saya ketagihan coba yg rasa sambal rica rica pedasnya ditambah ya ,positive
1342,terima ksh prenagen sudah mnemani saya dr rencana khmilan hingga kini saya hamil 20 weeks sehat2 ya syang di perut ibu seneng bgt hr ini dpet kiriman hadiah dr prenagen bnyk bgt ,positive
1343,bagus,positive
1344,indomie selera kita semua,positive
1345,kopi kapal api memang top pas rasanya pas nimatnya ,positive
1346,oke bgd bikin anak saya aktif yg pst sehat ,positive
1347,seneng bgd tiap hari liat akun ini sebagai salah satu motivasi ,positive
1348,doyan makan hobby ngemil tapi cita2 pingin langsing aman tanpa efeksamping tanpa keluhan yuk add fb ku,positive
1349,aku menyukainya ,positive
1350,prenagen world sngt mmbntu wktu saya hamil smpai skrng cos bnyak sklia pngthn tntng khmiln trs bsa curhat jg ksih saran jg sma pw dh gtu bunda yg ada di pw jg baik ,positive
1351, anak generasi platinum sang juara putri saya bernama destiana khumaira cassim dan ketika maira masih bayi yang lucu selain diberi susu asi secara eksklusif dan juga diberi susu kaleng formula bayi bmt platinum 400gr untuk pemberian susu tahap 1 usia 0 6 bulan sebagai susu tambahan guna memenuhi nutrisi bayi karena mengandung gizi yang tinggi seperti dha aa prebiotik laktulosa dan laktoferin yang dapat membantu pertumbuhan dan perkembangan putri saya menjadi lebih lihat selengkapnya,positive
1352,nikmatna lamun isuk isuk geus pangninyuhkeun simanehna seungitna ngahiliwir sok hayang gancang hudang enya oge geus eureun ngaroko kana kopi ieumah teu bisa eureun ,positive
1353,trimaksih morinaga anak ku dpt tmbh sehat dan cerdas,positive
1354,klu aku dari hamil sdh dipantau dri pake prengen smpai akhir ny baby lahir pakai morinaga wktu itu sang cs mnlpon ngasih pin bb untuk biar lebih simple kirim tanda bukti pembelanja an susu pas dikirim bukti pembelanja an dan data no tlpn yg sering dihubngi cs malah dibilang data ku gk ada sungguh aneh ,negative
1355,fitbar ok bangt,positive
1356,alhamdulillah sangat membantu trimkasih ats khadirannya smg kdepannya smkin suksess prenagen world,positive
1357,untuk sarapan atau setiap saat nabati di hidangkan kapanpun waktunya terasa melengkapi rasanya pas nikmat apalagi setelah adanya nabati combo tetapi pendistribusiannya masih sangat jarang di daerah kami ponorogo jawa timur ,positive
1358,morinaga platinum emang top udah dari keponakan2 aku semuanya minum morinaga dan hasilnya sekarang pada pinter2 dan aktiv di sekolahnya hope my baby boy too ,positive
1359,syukur alhamdulillah aq knal susu prenagen selama hamil aq minum prenagen alhamdulillah anaku sekarang sehat cantik dan ngebanggain banget sempet juga waktu aq hamil ikut acara prenagen disurabaya di gramedia acaranya menyenankan ,positive
1360,sepppp,positive
1361,sgm bunda memang enak hrga ekonomis ,positive
1362,iya alhamdulilah mulai usia 10 blan anak saya minum susu ini kenapa anak sy mnum susu ini cerita singkat anak sy pernah muntaber ampe 3 kali dn tak ada susu yg cocok dri saran tmn dn dkter ditawarkan susu formula ini dn alhamdulilah cocok dn skrg anak sy usia 2 thun 4 blan semakin pintar dn sehat anakq muh aidil adzan,positive
1363,dari sd minum milo sampai sekarang ga bisa lepas,negative
1364,keluarga saya suka makan nabati soalnya enak dan aman dmkn oleh anak,positive
1365,saya coba isi yg sampel tp kok tanggal lahirnya gak bisa ,positive
1366,min tadi saya beli milo ko rasanya kayak teh bukan milo pdhl warna ijo lgi,negative
1367,enak susunya banyak variannya,positive
1368, sekedar saran tolong rasanya jadi terlalu manis,negative
1369,bberapa waktu lalu cs dr prenagen tlfn saya kbtulan pada saat itu hp saya lg ad gangguan jd saya tidak mndengar suara dr cs trsebut tp suara saya ddengar oleh cs prenagen setelah saya bs jelas mndengar suara cs tersebut saya mnjelaskan dn mohon maaf bhwa hp saya ada gngguan tp cs trsebut dgn nada yg kurang enak mengatakan klw saya berbohong smbil mnutup tlfn nya apakah semua seperti itu cs dr prenagen ya kurang santun dlm melayani pelanggan oiya tp dr mulai persia lihat selengkapnya,negative
1370,susu sgm bunda memang enaaaakkk sekali,positive
1371,rasa na enak anak ku suka banget,positive
1372,trima kasih morinaga anakku dari umur 3 bln dia minum susu child mid skrg udh lanjut child kid ngak mudah sakit dan selalu aktif morinaga the best,positive
1373,males tidak menguntung kan sy,negative
1374,mie indomie mnurut sya enak mie kenyal beda dech mie yg lain ,positive
1375,saya seorang ibu rumah tangga dengan 2 anak dan alhamdulillah dua2nya memakai susu produk dari wyeth untuk anak ke 2 masih usia 2 bulan dan alhamdulillah dr pengalaman kakaknya walaupun tidak bisa memberi asi dengan produk dr wyeth s26 dan procal promise tumbuh kembang sama cepat dan hebatnya dengan anak yg minum asi jadi saya rekomendasi kan produk wyeth sebagai pengganti asi untuk anak bpk ibu karena jng pernah coba 2 untuk anak kita wyeth emang bisa dipercaya ,positive
1376, lebh baik yang lain lebih manis rasanya produk ini jelek,negative
1377,enak di nikmati sambil gopi pagi,positive
1378,indomie dikaltim bumbunya kok beda hyaa sama di jawa padahal sama2 indomiebungkusnya juga samaapa yang beredar dikaltim bajakan hampir semua warung yg saya beli begitu semua bahkan sampai swalayan ternamaheran jadi setiap saya cuti ke jawa saya bawa sendiri indomie dari jawa lihat selengkapnya,negative
1379,enak dimakan jd teman saat bersantai,positive
1380,anak ak syuka bnget ama nabati,positive
1381,rasa nya enak dan pas di lidah pokok ke mantap indomie ,positive
1382,bagus bgt susu nya wat perkembangan otak anak usai balita,positive
1383,setelah umur 1 tahun saya mencoba untuk ngelepas asi pada anak saya dan menggantinya dengan sufor semua produk sdh saya coba dari yg mahal smpe sufor paling standar ternyata gak ada yg dia mau smpe suatu saat saya berinisiatif untuk memberi anak saya chil kid platinum rasa madu wahhhh ternyata dia suka lega banget rasanya gak prnh ada yg kesisa ,positive
1384,pertumbuhan otak dan fisik yg sangat pesat di masa golden age hanya dapat dipenuhi dengan mengkonsumsi s26 2 anak saya adalah anak s26 yg sehat dan pinter krn s26 membuat anak menjadi anak yg hebatnyabeda,positive
1385,paling enak tetap indomie mantap sekali indomie ,positive
1386, gamau lagiiiiiiiiiiiiiiii,negative
1387,susu berkualitas untuk masa pertumbuhan anak,positive
1388,nabati enak sekali dan banyak variannya,positive
1389,anak ku slalu rutin minum morinaga platinum tubuhnya sehat lincah dan aktif bgt slalu kluar ide ide kreatif yg lucu dr nya love mp,positive
1390,saya suka kopi kapal api hitam gula,positive
1391,ank saya nesya dari umur 1minggu sampai dengan sekarang minum susu morinaga lihat tumbuh kembangnya bagus bangatusia 2 thn udah lancar jalan dan berbicara dengan jelad,positive
1392,mantap dan enak,positive
1393,kopi paling diminati lidah orang indonesia,positive
1394,rasanya enak ga enek apalagi ada varian rasanya selain coklat udah dapat bonus juga ,positive
1395,kopi hitamnya hhhmmm mantab ,positive
1396,terimakasih morinaga sejak zaidan lahir asi sy tidak mencukupi akhirnya dr awal sy udh kasih morinaga bmt skrg zaidan umur 10bln sy kasih morinaga chilmil alhamdulillah anak ny aktif bgt lincah ceria ga gampang skt cerdas cepat tanggap pencernaannya jg bagus pup ny lancar tinggal nunggu 2bln lg buat ganti morinaga chilkid ,positive
1397,saya sangat menyukai sgm bunda ,positive
1398,ini awal pertama saya kehamilan mual muntah tidak mau makan minum hampir 1 bulan segala merk susu pernah di coba dan rasanya bikin neg sebagai calon bunda pertama banyak pikiran kemana mana gimana dengan nutrisi anak saya gimana tumbuh kembang anak dan akhirnya teman kantor saya menyarankan untuk beli sgm bunda banyak varian rasa alhamdulillah sampai sekarang sudah memasuki usia 5 bln rutin minum sgm bunda paling favorit sih rasa strawberry ,positive
1399,anak saya minum susu ini nurisinya bagus uk perkembangan tubuh dan otak walaupun susag skali kalo mau di kasi makan nasi tapi berat badannya tidak turun karna dia suka minum susu dan tambah pintar satisfied ,positive
1400,mau yang mantab ya kapal api kopinya ,positive
1401,matap kopinya terasa semangat lgi untuk beraktifitas,positive
1402,rasanya enak dan lezat anak saya suka sekali ,positive
1403,wafer nya renyah bgt coklat serta cream nya nyatu abis ,positive
1404,anak ku umur 1 taun baru 2 minggu an ini pindah dr susu nan ha alergi ke chilkid platinum suka banget dia tmbh doyan minum susu nya seneng dech tapi agak susah bab apa krn chilkid ,positive
1405,byk bgt info yg bisa kita ambil dr prenagen wordlmksi ya pw untuk info saran ny,positive
1406,aqila jg minum susu morinaga skr uda minum chil kid aktif bnget anakny,positive
1407,anak ku suka nabati rasa coklat matap ,positive
1408,adiah saya belum datang,negative
1409,hai bunda mimaaprilia cartimdion terima kasih sudah share dan mempercayakan susu sgm untuk membantu memenuhi nutrisi harian si kecil pastikan penggunaan susu untuk si kecil di bawah usia 1 tahun sudah dikonsultasikan dengan dokter bidan semoga si ke lihat selengkapnya,positive
1410,alhamdulillah pas pw adain seminar prenagen journey dibogor aku dpt doorprize baby stroller banyak ilmi bnyak pengetahuan untuk ibu muda kaya saya trimaksih prenagen ,positive
1411,enak saya dan keluatga suka fitber ,positive
1412,sejak lahir anak saya minum susu morinaga skrg usianya sudah 2thn 3bln hyperaktif banget beda dari teman2 seusianya sering dapat hadiah dari morinaga ada yg dikirim dari jkt maupun dari supermarket ,positive
1413,sgm bunda sangat bermanfaat untuk pertumbuhan janin,positive
1414,nabati paling saya sukai dan anak saya,positive
